,description,address,price
6274,4 habs.2 baños110 m²,"ApartamentoCasanova, Eixamplehace 35 días",4.219 € /mes
6275,3 habs.2 baños90 m²,"ApartamentoCasanova, Eixamplehace 35 días",5.495 € /mes
6276,1 hab.1 baño56 m²,"ApartamentoCarrer Dels Pellaires, Sant Martíhace 35 días",2.193 € /mes
6277,1 hab.1 baño52 m²,"ApartamentoCarrer de Les Carretes, Ciutat Vellahace 35 días",1.000 € /mes
6278,2 habs.1 baño45 m²,"ApartamentoCarrer de Margarit, Sants - Montjuïchace 35 días",1.100 € /mes
6279,2 habs.1 baño64 m²,"ApartamentoCarrer de Girona, Eixamplehace 35 días",1.750 € /mes
6280,2 habs.1 baño70 m²,"ApartamentoCarrer de València, Eixamplehace 35 días",1.610 € /mes
6281,3 habs.1 baño75 m²,"ApartamentoCarrer D'aragó, Eixamplehace 35 días",1.523 € /mes
6282,1 hab.1 baño70 m²,"ApartamentoPasseig de Gràcia, Eixamplehace 35 días",4.185 € /mes
6283,2 habs.2 baños66 m²,"ApartamentoCarrer de Provença, Eixamplehace 35 días",3.184 € /mes
6284,1 hab.1 baño50 m²,"ApartamentoCarrer de Roger de Llúria, Eixamplehace 35 días",2.473 € /mes
6285,1 hab.1 baño37 m²,"ApartamentoCarrer de la Portaferrissa, Ciutat Vellahace 35 días",1.069 € /mes
6286,1 hab.1 baño40 m²,"ApartamentoCamp, Sarrià - Sant Gervasihace 35 días",1.300 € /mes
6287,1 hab.1 baño30 m²,"ApartamentoTorrent de L'olla, Gràciahace 35 días",1.280 € /mes
6288,3 habs.2 baños125 m²,"ApartamentoAvda Diagonal, Eixamplehace 35 días",2.500 € /mes
6289,3 habs.2 baños65 m²,"ApartamentoCarrer de Villarroel, Eixamplehace 35 días",1.925 € /mes
6290,2 habs.2 baños65 m²,"ApartamentoCarrer de Villarroel, Eixamplehace 35 días",1.925 € /mes
6291,1 hab.1 baño30 m²,"ApartamentoCarrer del Torrent de L'olla, Gràciahace 35 días",2.775 € /mes
6292,3 habs.2 baños135 m²,"ApartamentoPasseig de Sant Joan, Eixamplehace 35 días",4.546 € /mes
6293,2 habs.1 baño50 m²con ascensor,"ApartamentoCarrer D'ausiàs Marc, Eixamplehace 35 días",3.266 € /mes
6294,3 habs.2 baños75 m²,"ApartamentoCarrer de Rocafort, Eixamplehace 35 días",3.343 € /mes
6295,3 habs.2 baños100 m²,"ApartamentoCarrer D'en Serra, Ciutat Vellahace 35 días",2.200 € /mes
6296,2 habs.1 baño48 m²,"ApartamentoCarrer de Lancaster, Ciutat Vellahace 35 días",1.740 € /mes
6297,2 habs.2 baños76 m²con ascensor,PisoSarrià - Sant Gervasihace 35 días,982 € /mes
6298,1 baño35 m²con ascensor,"LoftCarrer de Sicília, 280, Eixamplehace 35 días",800 € /mes
6299,1 baño35 m²con ascensor,"LoftCarrer de la Marina, 236, Eixamplehace 35 días",800 € /mes
6300,3 habs.2 baños92 m²,"ApartamentoCarrer de la Diputació, Eixamplehace 35 días",4.166 € /mes
6301,3 habs.2 baños100 m²,"ApartamentoPasseig de Garcia Fària, Sant Martíhace 35 días",5.000 € /mes
6302,2 habs.1 baño50 m²,"ApartamentoCarrer de Mar, Ciutat Vellahace 35 días",1.500 € /mes
6303,4 habs.2 baños90 m²,"ApartamentoCasanova, Eixamplehace 35 días",2.299 € /mes
6304,1 hab.1 baño55 m²,"ApartamentoGran Via de Les Corts Catalanes, Eixamplehace 35 días",4.696 € /mes
6305,3 habs.2 baños80 m²,"ApartamentoCarrer D'aragó, Eixamplehace 35 días",1.680 € /mes
6306,1 hab.1 baño37 m²,"ApartamentoCarrer de la Portaferrissa, Ciutat Vellahace 35 días",1.085 € /mes
6307,2 habs.1 baño60 m²,"ApartamentoCarrer de la Encarnación, Gràciahace 35 días",1.786 € /mes
6308,1 hab.1 baño40 m²,"ApartamentoAvinguda de Roma, Eixamplehace 35 días",1.054 € /mes
6309,1 hab.1 baño30 m²,"ApartamentoCarrer del Vallès, Sant Andreuhace 35 días",900 € /mes
6310,2 habs.1 baño80 m²,"ApartamentoEntença, Eixamplehace 35 días",3.489 € /mes
6311,2 habs.2 baños77 m²,"ApartamentoCarrer de Sepúlveda, Eixamplehace 35 días",2.060 € /mes
6312,2 habs.1 baño60 m²,"ApartamentoCarrer de Valencia, Eixamplehace 35 días",3.500 € /mes
6313,1 hab.1 baño45 m²,"ApartamentoCarrer de Valencia, Eixamplehace 35 días",5.000 € /mes
6314,3 habs.2 baños85 m²,"ApartamentoCarrer de Valencia, Eixamplehace 35 días",6.000 € /mes
6315,1 hab.1 baño45 m²,"ApartamentoPassatge de Mas de Roda, Sant Martíhace 35 días",2.249 € /mes
6316,2 habs.1 baño54 m²,"ApartamentoCarrer del Callao 20 1st Door, Plaza España,, Sants - Montjuïchace 35 días",2.805 € /mes
6317,3 habs.2 baños80 m²,"ApartamentoCarrer de Rocafort, Eixamplehace 35 días",3.526 € /mes
6318,3 habs.2 baños110 m²con ascensor,"ApartamentoCarrer D'aragó, Eixamplehace 35 días",4.173 € /mes
6319,2 habs.1 baño65 m²,"ApartamentoCarrer de Sants, Sants - Montjuïchace 35 días",2.931 € /mes
6320,3 habs.2 baños110 m²,"ApartamentoCarrer del Compte Borrell, Eixamplehace 35 días",3.654 € /mes
6321,2 habs.1 baño85 m²,"ApartamentoCarrer de Roger de Llúria, Eixamplehace 35 días",1.986 € /mes
6322,2 habs.2 baños65 m²,"ApartamentoGran Via de Les Corts Catalanes, Eixamplehace 35 días",2.366 € /mes
6323,2 habs.2 baños85 m²,"ApartamentoRonda de Sant Pere, Eixamplehace 35 días",1.783 € /mes
6324,1 hab.1 baño48 m²,"ApartamentoPasseig de Colom, Ciutat Vellahace 35 días",1.210 € /mes
6325,2 habs.1 baño54 m²,"ApartamentoGran Via de Les Corts Catalanes, Eixamplehace 35 días",1.986 € /mes
6326,4 habs.2 baños140 m²,"ApartamentoCarrer de la Junta de Comerç, Ciutat Vellahace 35 días",1.967 € /mes
6327,4 habs.2 baños100 m²,"ApartamentoCarrer D'entença, Eixamplehace 35 días",2.212 € /mes
6328,3 habs.2 baños79 m²,"ApartamentoGran Via de Les Corts Catalanes, Eixamplehace 35 días",3.500 € /mes
6329,2 habs.1 baño80 m²,"ApartamentoFrancoli, Sarrià - Sant Gervasihace 35 días",2.000 € /mes
6330,2 habs.2 baños90 m²,"ApartamentoCarrer de Les Candeles, Ciutat Vellahace 35 días",1.650 € /mes
6331,3 habs.1 baño80 m²,"ApartamentoFrancoli, Sarrià - Sant Gervasihace 35 días",2.083 € /mes
6332,1 hab.1 baño40 m²,"ApartamentoCalle de la Fontanella, Eixamplehace 35 días",1.667 € /mes
6333,1 hab.1 baño35 m²,"ApartamentoCarrer de L'hostal de Sant Antoni, Ciutat Vellahace 35 días",950 € /mes
6334,2 habs.1 baño70 m²,"ApartamentoCalle Mestres Casals I Martorell, Ciutat Vellahace 35 días",1.438 € /mes
6335,2 habs.1 baño65 m²,"ApartamentoAvinguda del Portal de L'àngel, Ciutat Vellahace 35 días",1.435 € /mes
6336,1 hab.1 baño30 m²,"ApartamentoCarrer de la Portaferrissa, Ciutat Vellahace 35 días",1.200 € /mes
6337,3 habs.2 baños90 m²,"ApartamentoCasanova, Eixamplehace 35 días",2.333 € /mes
6338,2 habs.1 baño50 m²,"ApartamentoCarrer de Padilla, Eixamplehace 35 días",2.300 € /mes
6339,2 habs.2 baños80 m²,"ApartamentoCarrer D'aragó, Eixamplehace 35 días",1.680 € /mes
6340,2 habs.2 baños90 m²,"ApartamentoCasanova, Eixamplehace 35 días",4.773 € /mes
6341,2 habs.2 baños75 m²,"ApartamentoCarrer de Mallorca, Eixamplehace 35 días",3.500 € /mes
6342,4 habs.2 baños85 m²,"ApartamentoCarrer D'aragó, Eixamplehace 35 días",1.500 € /mes
6343,3 habs.2 baños84 m²,"ApartamentoCarrer del Consell de Cent, Eixamplehace 35 días",2.322 € /mes
6344,2 habs.1 baño60 m²,"ApartamentoCarrer de la Encarnación, Gràciahace 35 días",1.833 € /mes
6345,2 habs.1 baño65 m²,"ApartamentoFrancoli, Sarrià - Sant Gervasihace 35 días",2.000 € /mes
6346,1 hab.1 baño39 m²,"ApartamentoDe la Llibertat, Gràciahace 35 días",1.076 € /mes
6347,1 hab.1 baño50 m²,"ApartamentoCarrer de la Indústria, Eixamplehace 35 días",4.146 € /mes
6348,2 habs.1 baño70 m²,"ApartamentoFrancoli, Sarrià - Sant Gervasihace 35 días",1.917 € /mes
6349,3 habs.1 baño75 m²,"ApartamentoDels Almogàvers, Sant Martíhace 35 días",1.563 € /mes
6350,1 hab.1 baño50 m²,"ApartamentoCarrer D'en Gignàs, Ciutat Vellahace 35 días",1.670 € /mes
6351,2 habs.1 baño50 m²,"ApartamentoCarrer D'almeria, Sants - Montjuïchace 35 días",2.500 € /mes
6352,3 habs.1 baño70 m²,"ApartamentoCarrer de Ciceró, Sants - Montjuïchace 35 días",2.500 € /mes
6353,3 habs.2 baños80 m²,"ApartamentoCarrer D'en Serra, Ciutat Vellahace 35 días",4.583 € /mes
6354,2 habs.1 baño50 m²,"ApartamentoCarrer de Pau Claris, Eixamplehace 35 días",2.984 € /mes
6355,2 habs.1 baño55 m²,"ApartamentoCarrer de València, Eixamplehace 35 días",1.800 € /mes
6356,1 baño25 m²,"EstudioCarrer D'aragó, 530, Eixamplehace 35 días",600 € /mes
6357,3 habs.1 baño70 m²con ascensor y terraza,"ÁticoValencia, 103, Eixamplehace 35 días",1.200 € /mes
6358,3 habs.1 baño80 m²con ascensor,"PisoCarrer Coimbra, 14, Horta - Guinardóhace 35 días",1.000 € /mes
6359,4 habs.2 baños100 m²con ascensor,"PisoCarrer Lepant, 292, Eixamplehace 35 días",1.050 € /mes
6360,3 habs.2 baños80 m²con ascensor,"PisoCarrer Mallorca, 503, Eixamplehace 35 días",1.500 € /mes
6361,2 habs.2 baños57 m²con ascensor,"PisoCarrer del Comte D'urgell, Eixamplehace 36 días",1.104 € /mes
6362,3 habs.1 baño80 m²con ascensor,"PisoTravessera de Dalt, Gràciahace 36 días",1.195 € /mes
6363,1 hab.1 baño89 m²con ascensor,"PisoAvinguda de Josep Tarradellas, Les Cortshace 36 días",1.470 € /mes
6364,2 habs.2 baños72 m²con ascensor,"PisoEnric Granados, Eixamplehace 36 días",1.200 € /mes
6365,1 hab.1 baño57 m²con ascensor,"PisoCarrer de Còrsega, Gràciahace 36 días",1.100 € /mes
6366,1 hab.1 bañocon ascensor,"PisoCarrer de Còrsega, Gràciahace 36 días",878 € /mes
6367,3 habs.1 baño65 m²con ascensor,"PisoTravessera de Dalt, Gràciahace 36 días",1.032 € /mes
6368,1 hab.1 baño46 m²con ascensor,"PisoCarrer de Jules Verne, Sarrià - Sant Gervasihace 36 días",876 € /mes
6369,1 hab.1 baño50 m²con ascensor,"PisoMuntaner, Sarrià - Sant Gervasihace 36 días",1.021 € /mes
6370,1 baño49 m²con ascensor y parking,"PisoCarrer de Muntaner, Sarrià - Sant Gervasihace 36 días",1.025 € /mes
6371,1 hab.1 baño41 m²,"PisoPlaza Ferrocarriles Catalanes, Sants - Montjuïchace 36 días",600 € /mes
6372,4 habs.4 baños296 m²con ascensor y terraza,PisoCiutat Vellahace 36 días,4.000 € /mes
6373,4 habs.2 baños150 m²con ascensor y terraza,"PisoCarrer del Consell de Cent, 262, Eixamplehace 36 días",1.750 € /mes
6374,3 habs.1 baño68 m²con terraza,"PisoAvinguda Dels Rasos de Peguera, Nou Barrishace 36 días",900 € /mes
6375,4 habs.1 baño80 m²,"PisoCalle Carrer de Pamplona, 91, Sant Martíhace 37 días",1.000 € /mes
6376,2 habs.1 baño47 m²,"PisoCarrer de L'aurora, Ciutat Vellahace 37 días",750 € /mes
6377,2 habs.2 baños120 m²,"ApartamentoCalle Betlem, Gràciahace 37 días",1.700 € /mes
6378,3 habs.1 baño65 m²,"PisoCarrer de Varsòvia, Horta - Guinardóhace 37 días",750 € /mes
6379,3 habs.1 baño70 m²con ascensor,PisoGràciahace 37 días,825 € /mes
6380,1 hab.1 baño75 m²,PisoCiutat Vellahace 37 días,1.080 € /mes
6381,3 habs.2 baños120 m²,"PisoCarrer de la Providència, Gràciahace 37 días",1.000 € /mes
6382,3 habs.1 baño62 m²con ascensor y terraza,"PisoCamelies, 73, Horta - Guinardóhace 37 días",775 € /mes
6383,3 habs.2 baños118 m²,"PisoCarrer de Girona, Eixamplehace 37 días",1.500 € /mes
6384,3 habs.2 baños80 m²con ascensor,"PisoRambla Catalunya, Eixamplehace 37 días",875 € /mes
6385,3 habs.1 baño46 m²,"PisoCarrer del Beat Almató, 34, Gràciahace 37 días",650 € /mes
6386,3 habs.1 baño60 m²,"PisoCarrer del Vallespir, Sants - Montjuïchace 37 días",721 € /mes
6387,1 hab.1 baño48 m²con ascensor y terraza,"PisoEntença, Eixamplehace 37 días",650 € /mes
6388,1 hab.1 baño55 m²,"PisoCarrer D'en Botella, Ciutat Vellahace 37 días",700 € /mes
6389,3 habs.1 baño82 m²con ascensor,PisoSarrià - Sant Gervasihace 37 días,1.100 € /mes
6390,3 habs.2 baños160 m²,PisoSarrià - Sant Gervasihace 37 días,3.900 € /mes
6391,3 habs.2 baños90 m²con ascensor,"PisoCarrer de la Marina, Sant Martíhace 37 días",990 € /mes
6392,3 habs.2 baños118 m²con ascensor,"PisoAvinguda Diagonal, Eixamplehace 37 días",1.260 € /mes
6393,3 habs.2 baños134 m²con ascensor,"PisoJosep Tarradellas, Eixamplehace 37 días",1.700 € /mes
6394,2 habs.2 baños90 m²con ascensor,"PisoLepant, Eixamplehace 37 días",2.000 € /mes
6395,2 habs.1 baño64 m²,"PisoBejar, Sants - Montjuïchace 37 días",1.100 € /mes
6396,2 habs.2 baños80 m²con ascensor y parking,"PisoCarrer del Pintor Fortuny, Ciutat Vellahace 37 días",1.100 € /mes
6397,2 habs.1 baño70 m²con ascensor y terraza,"ÁticoCarrer Bruc, Eixamplehace 37 días",1.195 € /mes
6398,3 habs.1 baño80 m²con terraza,"Casa o chaletNavata, Gràciahace 37 días",1.700 € /mes
6399,3 habs.3 baños271 m²con ascensor y terraza,"ÁticoPasseig de Garcia Fària, Sant Martíhace 37 días",12.000 € /mes
6400,2 habs.1 baño50 m²con ascensor,"PisoCarrer D'escipió, Sarrià - Sant Gervasihace 37 días",900 € /mes
6401,1 hab.1 baño43 m²,"PisoCarrer de Sants, Sants - Montjuïchace 37 días",630 € /mes
6402,4 habs.3 baños256 m²con ascensor y terraza,"ÁticoPasseig de Garcia Fària, Sant Martíhace 37 días",9.000 € /mes
6403,58 m²,PisoNou Barrishace 37 días,750 € /mes
6404,3 habs.1 baño62 m²con ascensor,"PisoCarrer de Padilla, Eixamplehace 37 días",875 € /mes
6405,3 habs.1 baño102 m²,"PisoCarrer Concepcion Arenal, 40, Sant Andreuhace 37 días",1.100 € /mes
6406,2 habs.1 baño57 m²,"PisoCarrer de L'hort de la Vila, Sarrià - Sant Gervasihace 38 días",780 € /mes
6407,1 hab.1 baño60 m²con ascensor,"PisoC/ Saragossa, Sarrià - Sant Gervasihace 38 días",1.020 € /mes
6408,4 habs.1 baño67 m²con ascensor,"PisoC/ Mare de Deu de Port, Sants - Montjuïchace 38 días",880 € /mes
6409,4 habs.1 baño67 m²con ascensor,"PisoC/ Mare de Deu de Port, Sants - Montjuïchace 38 días",880 € /mes
6410,2 habs.1 baño60 m²con ascensor,PisoEixamplehace 38 días,1.434 € /mes
6411,2 habs.1 baño60 m²con ascensor,PisoEixamplehace 38 días,1.434 € /mes
6412,2 habs.4 baños65 m²con ascensor,PisoEixamplehace 38 días,1.695 € /mes
6413,3 habs.2 baños200 m²con ascensor,PisoEixamplehace 38 días,2.750 € /mes
6414,1 baño60 m²con ascensor,LoftEixamplehace 38 días,1.095 € /mes
6415,1 hab.1 baño40 m²,PisoEixamplehace 38 días,795 € /mes
6416,2 habs.1 baño65 m²con ascensor,PisoEixamplehace 38 días,1.261 € /mes
6417,2 habs.1 baño63 m²con ascensor,PisoEixamplehace 38 días,1.228 € /mes
6418,1 hab.2 baños60 m²con ascensor,PisoEixamplehace 38 días,1.300 € /mes
6419,2 habs.1 baño65 m²con ascensor,PisoEixamplehace 38 días,1.315 € /mes
6420,2 habs.1 baño63 m²con ascensor,PisoEixamplehace 38 días,1.278 € /mes
6421,2 habs.1 baño55 m²,PisoEixamplehace 38 días,1.195 € /mes
6422,1 hab.1 baño51 m²con ascensor,PisoEixamplehace 38 días,1.246 € /mes
6423,2 habs.1 baño60 m²,PisoSant Martíhace 38 días,1.095 € /mes
6424,2 habs.1 baño75 m²,PisoCiutat Vellahace 38 días,995 € /mes
6425,2 habs.1 baño60 m²con ascensor,PisoEixamplehace 38 días,1.251 € /mes
6426,2 habs.4 baños60 m²con ascensor y terraza,PisoSants - Montjuïchace 38 días,1.050 € /mes
6427,2 habs.1 baño63 m²con ascensor,PisoEixamplehace 38 días,1.246 € /mes
6428,2 habs.1 baño60 m²con ascensor,"PisoCarrer de L'artesania, Nou Barrishace 38 días",850 € /mes
6429,3 habs.1 baño70 m²con ascensor y terraza,"PisoCarrer de la Legalitat, Gràciahace 38 días",900 € /mes
6430,1 hab.1 baño41 m²con ascensor,PisoSarrià - Sant Gervasihace 38 días,590 € /mes
6431,1 hab.1 baño70 m²con ascensor y terraza,"PisoAvinguda de Roma, Eixamplehace 38 días",600 € /mes
6432,3 habs.1 baño70 m²con ascensor,"PisoJoan Blanques, Gràciahace 38 días",825 € /mes
6433,3 habs.1 baño75 m²con ascensor,PisoGràciahace 38 días,850 € /mes
6434,1 hab.1 baño42 m²con ascensor,"PisoCarrer del Notariat, 10, Ciutat Vellahace 38 días",650 € /mes
6435,2 habs.1 baño70 m²con ascensor,"PisoAusias March, Eixamplehace 38 días",847 € /mes
6436,1 hab.1 baño65 m²con ascensor,"PisoDels Tallers, Ciutat Vellahace 38 días",1.045 € /mes
6437,3 habs.2 baños130 m²con ascensor y terraza,"PisoDe París, Eixamplehace 38 días",1.950 € /mes
6438,2 habs.1 baño62 m²con ascensor y terraza,"PisoCarrer Villarroel, Eixamplehace 38 días",870 € /mes
6439,3 habs.1 baño83 m²con ascensor,"PisoValencia, Eixamplehace 38 días",925 € /mes
6440,2 habs.2 baños70 m²con ascensor,"PisoDiputación, 40, Eixamplehace 38 días",1.700 € /mes
6441,3 habs.1 baño112 m²con ascensor y terraza,"PisoCarrer de Rocafort, 252, Eixamplehace 38 días",1.350 € /mes
6442,1 hab.1 baño60 m²con ascensor y parking,"PisoAvinguda D'esplugues, Les Cortshace 38 días",1.590 € /mes
6443,3 habs.2 baños115 m²con ascensor,"PisoCarrer de Pau Claris, Eixamplehace 38 días",1.250 € /mes
6444,3 habs.2 baños113 m²con ascensor,"PisoCarrer Marina, 48, Sant Martíhace 38 días",1.550 € /mes
6445,1 hab.2 baños80 m²con ascensor y terraza,"PisoCarrer Consolat de Mar, 31, Ciutat Vellahace 38 días",900 € /mes
6446,47 m²,"PisoRambla Fabra I Puig, Sant Andreuhace 38 días",660 € /mes
6447,2 habs.1 baño70 m²con ascensor,"PisoCarrer de Torras I Pujalt, Sarrià - Sant Gervasihace 38 días",950 € /mes
6448,1 hab.1 baño55 m²,"PisoCarrer de Ballester, Sarrià - Sant Gervasihace 38 días",950 € /mes
6449,3 habs.1 baño60 m²con ascensor,"PisoCarrer de Torras I Pujalt, Sarrià - Sant Gervasihace 38 días",850 € /mes
6450,3 habs.1 baño62 m²con terraza,"PisoCarrer Joaquin Costa, 21, Ciutat Vellahace 38 días",750 € /mes
6451,2 habs.1 baño60 m²,"PisoCarrer Deu I Mata, 40, Les Cortshace 38 días",900 € /mes
6452,4 habs.2 baños67 m²con ascensor,"PisoCarrer Marina, 135, Eixamplehace 38 días",1.090 € /mes
6453,3 habs.2 baños113 m²con ascensor,"PisoCarrer de Casp, Eixamplehace 38 días",1.400 € /mes
6454,2 habs.1 baño58 m²,"ÁticoDel Pi, Ciutat Vellahace 38 días",1.250 € /mes
6455,1 hab.1 baño50 m²,"ApartamentoValdonzella, Ciutat Vellahace 38 días",840 € /mes
6456,2 habs.1 baño34 m²,"PisoCarrer del Comte de Santa Clara, Ciutat Vellahace 38 días",690 € /mes
6457,3 habs.1 baño69 m²con ascensor,"PisoDel Clos de Sant Francesc, Sarrià - Sant Gervasihace 38 días",1.028 € /mes
6458,2 habs.1 baño80 m²con ascensor,ÁticoCiutat Vellahace 38 días,1.550 € /mes
6459,2 habs.2 baños62 m²con ascensor,PisoCiutat Vellahace 38 días,995 € /mes
6460,3 habs.2 baños120 m²con ascensor y terraza,PisoEixamplehace 38 días,2.200 € /mes
6461,1 hab.1 baño85 m²con ascensor,PisoEixamplehace 38 días,1.100 € /mes
6462,4 habs.2 baños118 m²con ascensor,"PisoCartagena, Eixamplehace 38 días",1.150 € /mes
6463,3 habs.1 baño70 m²con ascensor,"PisoCarrer Muntaner, 140, Eixamplehace 38 días",830 € /mes
6464,5 habs.2 baños130 m²con ascensor,PisoEixamplehace 38 días,1.450 € /mes
6465,4 habs.2 baños88 m²con ascensor y terraza,"PisoCarrer Roger de Flor, Eixamplehace 38 días",885 € /mes
6466,4 habs.2 baños86 m²con ascensor y terraza,"PisoCarrer Comte Borrell, 99, Eixamplehace 38 días",1.170 € /mes
6467,1 hab.1 baño50 m²con ascensor,"PisoCarrer de Mallorca, Eixamplehace 38 días",1.100 € /mes
6468,2 habs.1 baño140 m²con ascensor y terraza,"PisoCarrer de Girona, Eixamplehace 38 días",1.900 € /mes
6469,2 habs.1 baño64 m²con ascensor,"PisoCalle de Calvet, Sarrià - Sant Gervasihace 38 días",950 € /mes
6470,3 habs.2 baños100 m²con ascensor y parking,"PisoCarrer de Pau Alcover, 40, Sarrià - Sant Gervasihace 38 días",1.950 € /mes
6471,1 hab.1 baño50 m²,"PisoAurora, Ciutat Vellahace 38 días",695 € /mes
6472,3 habs.2 baños108 m²con ascensor,"PisoEnrique Granados, Eixamplehace 38 días",1.500 € /mes
6473,3 habs.2 baños70 m²,"PisoPassatge de Bocabella, 11, Eixamplehace 38 días",850 € /mes
6474,1 hab.1 baño70 m²,"PisoLaforja, Sarrià - Sant Gervasihace 38 días",750 € /mes
6475,1 hab.1 baño25 m²con ascensor,"ApartamentoCarrer del Rec, Ciutat Vellahace 38 días",850 € /mes
6476,4 habs.2 baños111 m²con ascensor,PisoSarrià - Sant Gervasihace 38 días,1.250 € /mes
6477,3 habs.1 baño75 m²con ascensor,"PisoRiera Blanca, Les Cortshace 38 días",900 € /mes
6478,3 habs.1 baño70 m²con ascensor,"PisoPadilla, Eixamplehace 38 días",775 € /mes
6479,2 habs.2 baños92 m²con ascensor,"PisoRonda de la Universitat, 11, Eixamplehace 38 días",1.300 € /mes
6480,2 habs.1 baño87 m²,"PisoCarrer D'escudellers, 38, Ciutat Vellahace 38 días",725 € /mes
6481,1 hab.1 baño50 m²con ascensor,"EstudioCarrer de la Portaferrissa, 8, Ciutat Vellahace 38 días",950 € /mes
6482,2 habs.1 baño97 m²con ascensor,"PisoCarrer de Provença, Eixamplehace 38 días",1.800 € /mes
6483,2 habs.1 baño71 m²con ascensor,"PisoAvinguda de Josep Tarradellas, Eixamplehace 38 días",1.049 € /mes
6484,2 habs.1 baño55 m²con ascensor,"ApartamentoDel General Mitre, 9, Sarrià - Sant Gervasihace 38 días",830 € /mes
6485,3 habs.1 baño75 m²con ascensor,"PisoDel Pedró de la Creu, 47, Sarrià - Sant Gervasihace 38 días",1.125 € /mes
6486,2 habs.2 baños130 m²con ascensor,"PisoLetamendi, Eixamplehace 38 días",1.400 € /mes
6487,2 habs.1 baño85 m²con ascensor,"PisoCarrer de Rocafort, Eixamplehace 38 días",1.100 € /mes
6488,3 habs.1 baño70 m²con ascensor,"PisoCarrer Felipe de Paz, 16, Les Cortshace 38 días",925 € /mes
6489,4 habs.3 baños110 m²con ascensor,"PisoCarrer Roca I Batlle, Sarrià - Sant Gervasihace 38 días",1.500 € /mes
6490,3 habs.2 baños195 m²con ascensor,"PisoCarrer Balmes, Sarrià - Sant Gervasihace 38 días",2.300 € /mes
6491,1 baño45 m²,"LoftLa Cera, Ciutat Vellahace 38 días",690 € /mes
6492,3 habs.2 baños95 m²con ascensor,"PisoCarrer de Veciana, Gràciahace 38 días",950 € /mes
6493,2 habs.1 baño65 m²con ascensor,"PisoSant Gervasi de Cassoles, Sarrià - Sant Gervasihace 38 días",850 € /mes
6494,4 habs.2 baños160 m²con ascensor,"PisoCarrer de València, Eixamplehace 38 días",2.100 € /mes
6495,3 habs.2 baños80 m²con ascensor y terraza,"PisoCarrer de Sant Gervasi de Cassoles, Sarrià - Sant Gervasihace 39 días",1.800 € /mes
6496,1 hab.1 baño23 m²con ascensor,"PisoGran Via de Les Corts Catalanes, Sants - Montjuïchace 39 días",640 € /mes
6497,3 habs.3 baños140 m²con ascensor,PisoEixamplehace 39 días,3.300 € /mes
6498,2 habs.1 baño60 m²con ascensor,PisoEixamplehace 39 días,1.950 € /mes
6499,4 habs.2 baños113 m²con ascensor,"PisoDe Josep Tarradellas, Sants - Montjuïchace 39 días",1.425 € /mes
6500,2 habs.2 baños75 m²con ascensor,"PisoDe Bailèn, Eixamplehace 39 días",1.000 € /mes
6501,2 habs.2 baños117 m²con ascensor,"PisoMuntaner, Eixamplehace 39 días",1.450 € /mes
6502,4 habs.2 baños90 m²con ascensor,PisoGràciahace 39 días,1.100 € /mes
6503,1 hab.1 baño65 m²con ascensor,PisoCiutat Vellahace 39 días,995 € /mes
6504,3 habs.2 baños64 m²con ascensor,PisoEixamplehace 39 días,1.250 € /mes
6505,1 hab.1 baño67 m²con ascensor,PisoEixamplehace 39 días,1.272 € /mes
6506,2 habs.1 baño65 m²con ascensor y terraza,"PisoNapoles, Gràciahace 39 días",1.100 € /mes
6507,2 habs.2 baños95 m²,"ApartamentoCarrer de Sicília, Eixamplehace 39 días",4.290 € /mes
6508,5 habs.4 baños390 m²con ascensor y parking,"PisoCarrer de la Reina Victòria, Sarrià - Sant Gervasihace 39 días",5.900 € /mes
6509,1 hab.1 baño40 m²con ascensor,PisoCiutat Vellahace 39 días,850 € /mes
6510,4 habs.2 baños126 m²con ascensor,"PisoDe Balmes, 225, Sarrià - Sant Gervasihace 39 días",1.470 € /mes
6511,2 habs.2 baños70 m²con ascensor,"ApartamentoCarrer de Sicília, Eixamplehace 39 días",1.600 € /mes
6512,3 habs.2 baños75 m²con ascensor,"PisoCarrer Comte D´urgell, Eixamplehace 39 días",895 € /mes
6513,1 hab.1 baño60 m²con ascensor,"PisoCarrer Llacuna, Sant Martíhace 39 días",800 € /mes
6514,3 habs.1 baño71 m²con ascensor,"PisoMadrid, Sants - Montjuïchace 39 días",1.000 € /mes
6515,1 hab.1 baño60 m²con terraza,"ÁticoCarrer del Mar, Ciutat Vellahace 39 días",1.300 € /mes
6516,3 habs.1 baño74 m²con ascensor y terraza,"PisoCarrer de la Indústria, Sant Martíhace 39 días",910 € /mes
6517,2 habs.2 baños79 m²con ascensor,PisoCiutat Vellahace 39 días,1.300 € /mes
6518,2 habs.2 baños60 m²con ascensor,"ApartamentoPasseig de Picasso, Ciutat Vellahace 39 días",1.400 € /mes
6519,1 hab.1 baño31 m²con ascensor,"PisoCarrer de Sant Bartomeu, Ciutat Vellahace 39 días",725 € /mes
6520,2 habs.1 baño50 m²,"PisoCarrer de la Creu Dels Molers, 64, Sants - Montjuïchace 39 días",770 € /mes
6521,2 habs.1 baño77 m²con terraza,PisoCiutat Vellahace 39 días,790 € /mes
6522,1 hab.1 baño31 m²,"PisoCarrer de Sant Miquel, 121, Ciutat Vellahace 39 días",598 € /mes
