,description,address,price
6523,3 habs.1 baño80 m²,"PisoCarrer de Santa Rosalia, 90, Horta - Guinardóhace 39 días",875 € /mes
6524,3 habs.1 baño60 m²con ascensor,"PisoCarrer de Martí Molins, Sant Andreuhace 39 días",821 € /mes
6525,2 habs.2 baños95 m²con ascensor,"PisoPlaça de Sant Josep Oriol, Ciutat Vellahace 39 días",1.300 € /mes
6526,1 hab.1 baño55 m²con ascensor,PisoSant Martíhace 39 días,995 € /mes
6527,2 habs.1 baño70 m²con ascensor,PisoEixamplehace 39 días,995 € /mes
6528,1 hab.1 baño68 m²con ascensor y terraza,PisoEixamplehace 39 días,1.195 € /mes
6529,1 hab.1 baño52 m²con ascensor y terraza,ÁticoSants - Montjuïchace 39 días,945 € /mes
6530,2 habs.1 baño80 m²con ascensor,PisoEixamplehace 39 días,1.100 € /mes
6531,3 habs.2 baños164 m²,"PisoDe Pelai, 7, Eixamplehace 39 días",2.000 € /mes
6532,3 habs.2 baños80 m²con ascensor y terraza,"PisoCarrer del Rector Triadó, Sants - Montjuïchace 39 días",1.050 € /mes
6533,2 habs.2 baños105 m²,"PisoCarrer Napols, Eixamplehace 39 días",1.400 € /mes
6534,3 habs.2 baños95 m²con ascensor y parking,PisoSant Andreuhace 39 días,1.100 € /mes
6535,3 habs.1 baño60 m²con ascensor,"PisoCarrer de Biscaia, Sant Andreuhace 39 días",825 € /mes
6536,1 hab.1 baño50 m²con ascensor y terraza,ÁticoCiutat Vellahace 39 días,2.800 € /mes
6537,2 habs.1 baño65 m²,"PisoCarrer del Comerç, Ciutat Vellahace 39 días",730 € /mes
6538,2 habs.1 baño54 m²con ascensor,"PisoCalabria, Eixamplehace 39 días",850 € /mes
6539,2 habs.2 baños84 m²con ascensor y terraza,"PisoCarrer de Parcerisa, 50, Sants - Montjuïchace 39 días",990 € /mes
6540,4 habs.1 baño90 m²con ascensor,"PisoCarrer del Consell de Cent, Eixamplehace 39 días",850 € /mes
6541,1 hab.1 baño65 m²con ascensor y parking,"PisoBallester, Sarrià - Sant Gervasihace 39 días",899 € /mes
6542,3 habs.2 baños90 m²con ascensor y parking,"PisoCarrer de Numància, Les Cortshace 39 días",1.500 € /mes
6543,3 habs.2 baños90 m²con ascensor y parking,"PisoCarrer de Numància, Les Cortshace 39 días",1.250 € /mes
6544,5 habs.3 baños182 m²con ascensor,"PisoFrancesc Carbonell, Sarrià - Sant Gervasihace 39 días",2.500 € /mes
6545,2 habs.1 baño60 m²con ascensor,"PisoCardenal Vives I Tuto, Sarrià - Sant Gervasihace 39 días",900 € /mes
6546,4 habs.2 baños120 m²con ascensor y terraza,"ApartamentoRonda Sant Pere, 22, Eixamplehace 39 días",1.200 € /mes
6547,2 habs.1 baño53 m²,"PisoCarrer de Tarent, Sant Martíhace 39 días",650 € /mes
6548,2 habs.1 baño48 m²,"Casa o chaletCarrer Jorba, Sant Andreuhace 39 días",720 € /mes
6549,3 habs.2 baños77 m²con ascensor y parking,"PisoAvinguda Diagonal, Sant Martíhace 39 días",1.560 € /mes
6550,3 habs.1 baño72 m²con ascensor,"PisoRambla de Prim, Sant Martíhace 39 días",780 € /mes
6551,3 habs.1 baño78 m²con ascensor y terraza,"PisoCardenal Reig, 33, Les Cortshace 39 días",900 € /mes
6552,3 habs.2 baños85 m²con ascensor,"PisoCarrer del Rosselló, Eixamplehace 39 días",1.150 € /mes
6553,2 habs.2 baños65 m²con ascensor y parking,"PisoGran Via de Les Corts Catalanes, Sant Martíhace 39 días",995 € /mes
6554,3 habs.1 baño76 m²con ascensor,"PisoCarrer de Sardenya, 379, Gràciahace 39 días",990 € /mes
6555,1 hab.1 baño38 m²,"PisoCarrer de Sant Jacint, Ciutat Vellahace 40 días",740 € /mes
6556,1 baño85 m²con terraza,"EstudioCarrer D'aulèstia I Pijoan, Gràciahace 40 días",990 € /mes
6557,1 hab.1 baño51 m²,"ApartamentoCarrer de Torrijos, Gràciahace 40 días",950 € /mes
6558,2 habs.1 baño75 m²con ascensor,PisoEixamplehace 40 días,1.490 € /mes
6559,2 habs.1 baño60 m²con ascensor,PisoSants - Montjuïchace 40 días,1.195 € /mes
6560,2 habs.2 baños72 m²con ascensor,"PisoAlmería, Sants - Montjuïchace 40 días",1.195 € /mes
6561,4 habs.1 baño81 m²con ascensor,"PisoMejia Lequerica, Les Cortshace 40 días",1.300 € /mes
6562,2 habs.1 baño60 m²,"ApartamentoCarrer Gran de Gràcia, Gràciahace 40 días",2.000 € /mes
6563,1 hab.1 baño58 m²,"PisoCreu Dels Molers, Sants - Montjuïchace 40 días",770 € /mes
6564,3 habs.1 baño56 m²con ascensor y terraza,"PisoCarrer de Vallès I Ribot, Sant Andreuhace 40 días",850 € /mes
6565,3 habs.2 baños100 m²con ascensor,"PisoLuca, Sarrià - Sant Gervasihace 40 días",990 € /mes
6566,2 habs.1 baño36 m²,ÁticoEixamplehace 40 días,850 € /mes
6567,1 hab.1 baño45 m²con ascensor,"PisoPassatge de Sant Bernat, Ciutat Vellahace 40 días",775 € /mes
6568,4 habs.2 baños110 m²con ascensor,"PisoCarrer de Rocafort, Eixamplehace 40 días",1.150 € /mes
6569,1 hab.1 baño51 m²con ascensor,"ApartamentoPasseig de Gràcia, Eixamplehace 40 días",1.200 € /mes
6570,4 habs.2 baños120 m²con ascensor,"PisoAvinguda Josep Tarradellas, Eixamplehace 40 días",1.100 € /mes
6571,4 habs.2 baños82 m²con terraza,"PisoSant Pau, Ciutat Vellahace 40 días",900 € /mes
6572,1 hab.2 baños58 m²,"PisoCarrer Muntaner, Eixamplehace 40 días",680 € /mes
6573,3 habs.2 baños87 m²con ascensor y terraza,"ÁticoCapitan Arenas, Sarrià - Sant Gervasihace 40 días",1.350 € /mes
6574,1 hab.1 baño54 m²con ascensor,"PisoCarrer de la Diputació, 259, Eixamplehace 40 días",1.050 € /mes
6575,3 habs.2 baños107 m²con ascensor,"PisoCarrer de L'arc del Teatre, Ciutat Vellahace 40 días",1.150 € /mes
6576,1 hab.1 baño26 m²,"PisoCarrer de Sòcrates, 105, Sant Martíhace 40 días",610 € /mes
6577,2 habs.1 baño81 m²con ascensor,"PisoVelázquez, Gràciahace 40 días",1.425 € /mes
6578,4 habs.2 baños78 m²con ascensor,"PisoCarrer de la Indústria, 51, Gràciahace 40 días",950 € /mes
6579,1 hab.1 baño40 m²con ascensor y terraza,"ÁticoCarrer Equador (l´), Les Cortshace 40 días",850 € /mes
6580,4 habs.1 baño78 m²con ascensor,PisoEixamplehace 40 días,1.100 € /mes
6581,3 habs.2 baños104 m²con ascensor y terraza,PisoEixamplehace 40 días,1.800 € /mes
6582,1 hab.1 baño26 m²con terraza,"ÁticoCarrer de Margarit, Sants - Montjuïchace 40 días",870 € /mes
6583,2 habs.1 baño70 m²con ascensor,ÁticoEixamplehace 40 días,1.595 € /mes
6584,4 habs.3 baños260 m²con ascensor,PisoGràciahace 40 días,2.250 € /mes
6585,2 habs.1 baño34 m²,PisoCiutat Vellahace 40 días,750 € /mes
6586,2 habs.1 baño80 m²,Planta bajaCiutat Vellahace 40 días,1.059 € /mes
6587,3 habs.1 baño65 m²,"PisoPasseig de la Mare de Déu del Coll, Gràciahace 40 días",784 € /mes
6588,4 habs.2 baños90 m²con ascensor,"PisoCarrer del Rosselló, Eixamplehace 40 días",1.000 € /mes
6589,3 habs.1 baño64 m²con ascensor,"PisoCarrer de Roger de Flor, 88, Eixamplehace 40 días",850 € /mes
6590,1 hab.1 baño40 m²,"PisoCall, 4, Ciutat Vellahace 40 días",600 € /mes
6591,1 baño25 m²con ascensor,"ApartamentoCarrer de Balmes, Eixamplehace 40 días",650 € /mes
6592,3 habs.1 baño66 m²,"PisoPallars, Sant Martíhace 40 días",800 € /mes
6593,5 habs.4 baños429 m²con ascensor y terraza,ÁticoLes Cortshace 40 días,5.500 € /mes
6594,3 habs.2 baños100 m²con ascensor y parking,"PisoAvinguda D'icària, Sant Martíhace 40 días",1.500 € /mes
6595,1 baño28 m²con ascensor,"PisoCarrer de la Providència, 63, Gràciahace 40 días",550 € /mes
6596,1 hab.1 baño30 m²,"PisoCarrer de Camprodon, 15, Gràciahace 40 días",650 € /mes
6597,3 habs.2 baños82 m²con ascensor,PisoEixamplehace 40 días,1.150 € /mes
6598,2 habs.1 baño65 m²con ascensor,ÁticoCiutat Vellahace 40 días,950 € /mes
6599,1 hab.1 baño45 m²,"ApartamentoCarrer de Les Ramelleres, Ciutat Vellahace 40 días",700 € /mes
6600,1 baño28 m²con ascensor,"EstudioCorts Catalanes, Sants - Montjuïchace 40 días",490 € /mes
6601,4 habs.2 baños91 m²con ascensor y terraza,"ÁticoViladomat, Eixamplehace 40 días",1.500 € /mes
6602,2 habs.1 baño67 m²con terraza,"PisoCarrer Sant Pau, Ciutat Vellahace 40 días",950 € /mes
6603,2 habs.1 baño46 m²con ascensor y terraza,"PisoEntenza, Eixamplehace 40 días",750 € /mes
6604,4 habs.3 baños280 m²con ascensor y terraza,"PisoAvinguda Diagonal, Eixamplehace 40 días",2.600 € /mes
6605,1 hab.1 baño30 m²con ascensor,ÁticoSants - Montjuïchace 40 días,770 € /mes
6606,3 habs.2 baños80 m²con ascensor y parking,"ÁticoCarrer de Sant Gervasi de Cassoles, Sarrià - Sant Gervasihace 40 días",1.800 € /mes
6607,1 baño29 m²con ascensor,"PisoCarrer de Ballester, 21, Sarrià - Sant Gervasihace 40 días",550 € /mes
6608,3 habs.1 baño67 m²con ascensor,"PisoCarrer Portola, Sarrià - Sant Gervasihace 40 días",800 € /mes
6609,2 habs.1 baño69 m²,PisoCiutat Vellahace 40 días,850 € /mes
6610,1 hab.1 baño55 m²,"ApartamentoCarrer de la Mercè, Ciutat Vellahace 40 días",1.000 € /mes
6611,3 habs.1 baño60 m²con ascensor,"PisoRiera de Horta, Nou Barrishace 40 días",720 € /mes
6612,1 hab.1 baño28 m²con ascensor,ÁticoLes Cortshace 40 días,690 € /mes
6613,2 habs.1 baño65 m²con ascensor,"PisoCarrer de Balmes, Eixamplehace 40 días",1.100 € /mes
6614,2 habs.2 baños42 m²con ascensor,PisoEixamplehace 40 días,800 € /mes
6615,1 hab.2 baños39 m²con ascensor,PisoEixamplehace 40 días,800 € /mes
6616,1 hab.2 baños40 m²con ascensor,PisoEixamplehace 40 días,850 € /mes
6617,3 habs.1 baño83 m²con ascensor,"PisoCarrer de Sant Hermenegild, 7, Sarrià - Sant Gervasihace 40 días",1.100 € /mes
6618,1 hab.1 baño22 m²con ascensor,"ApartamentoCarrer de Balmes, Eixamplehace 41 días",650 € /mes
6619,4 habs.1 baño75 m²con ascensor,"PisoCarrer de Bilbao, Sant Martíhace 41 días",1.050 € /mes
6620,1 hab.1 baño54 m²con ascensor y terraza,ApartamentoSarrià - Sant Gervasihace 41 días,875 € /mes
6621,3 habs.1 baño80 m²con ascensor y terraza,"PisoPlaza Muntaner-londres, Sarrià - Sant Gervasihace 41 días",1.500 € /mes
6622,3 habs.1 baño75 m²con ascensor y terraza,"PisoCarrer del Capità Arenas, 61, Sarrià - Sant Gervasihace 41 días",1.000 € /mes
6623,4 habs.2 baños98 m²,"PisoCarrer de Villarroel, Eixamplehace 41 días",890 € /mes
6624,3 habs.1 baño69 m²con ascensor y terraza,"PisoCarrer de Buenaventura Muñoz, Sant Martíhace 41 días",1.200 € /mes
6625,3 habs.2 baños65 m²,"PisoCarrer de Ferlandina, Ciutat Vellahace 41 días",700 € /mes
6626,2 habs.1 baño49 m²,"PisoCarrer de Radas, Sants - Montjuïchace 41 días",650 € /mes
6627,1 baño33 m²con ascensor,EstudioSarrià - Sant Gervasihace 41 días,825 € /mes
6628,2 habs.2 baños55 m²,PisoCiutat Vellahace 41 días,1.095 € /mes
6629,2 habs.2 baños75 m²con ascensor,PisoSarrià - Sant Gervasihace 41 días,1.250 € /mes
6630,3 habs.4 baños159 m²con ascensor,"PisoCarrer de Mandri, Sarrià - Sant Gervasihace 41 días",2.900 € /mes
6631,3 habs.1 baño75 m²con ascensor,"PisoCarrer de Pere Serafí, Gràciahace 41 días",1.000 € /mes
6632,1 hab.1 baño90 m²con ascensor y terraza,"PisoCarrer de Sant Eusebi, Sarrià - Sant Gervasihace 41 días",1.300 € /mes
6633,2 habs.2 baños100 m²con ascensor,PisoEixamplehace 41 días,1.700 € /mes
6634,3 habs.1 baño110 m²con ascensor y terraza,"PisoPasseig de la Bonanova, Sarrià - Sant Gervasihace 41 días",1.790 € /mes
6635,2 habs.1 baño55 m²con ascensor y terraza,"PisoRepública Argentina, Gràciahace 41 días",750 € /mes
6636,2 habs.1 baño76 m²con ascensor y terraza,PisoEixamplehace 41 días,1.900 € /mes
6637,3 habs.2 baños105 m²con ascensor y terraza,"PisoPasseig Taulat, Sant Martíhace 41 días",1.500 € /mes
6638,2 habs.1 baño62 m²con ascensor,"ApartamentoCarrer de París, Eixamplehace 41 días",1.050 € /mes
6639,2 habs.2 baños85 m²con ascensor,"PisoAvinguda de Josep Tarradellas, Eixamplehace 41 días",1.450 € /mes
6640,5 habs.4 baños200 m²con ascensor,PisoSarrià - Sant Gervasihace 41 días,5.000 € /mes
6641,2 habs.1 baño73 m²,"PisoCarrer del Lledoner, Horta - Guinardóhace 41 días",750 € /mes
6642,4 habs.2 baños114 m²con ascensor,"PisoCarrer de Sardenya, 397, Gràciahace 41 días",1.068 € /mes
6643,2 habs.2 baños80 m²con ascensor,"PisoCarrer de Galileu, 332, Les Cortshace 41 días",900 € /mes
6644,1 hab.1 baño50 m²con ascensor,"PisoCarrer Consell de Cent, Eixamplehace 41 días",930 € /mes
6645,2 habs.1 baño78 m²,"PisoCarrer Tiradors, Ciutat Vellahace 41 días",834 € /mes
6646,1 hab.1 baño55 m²con ascensor,"PisoBallester, Sarrià - Sant Gervasihace 41 días",900 € /mes
6647,3 habs.1 baño71 m²con ascensor,"PisoCarrer Padilla, Eixamplehace 41 días",825 € /mes
6648,2 habs.2 baños116 m²,"ApartamentoCarrer de L'est, Ciutat Vellahace 41 días",1.140 € /mes
6649,1 hab.1 baño48 m²con ascensor,"PisoCalle Pelai, Ciutat Vellahace 41 días",950 € /mes
6650,3 habs.2 baños85 m²con ascensor,"PisoRambla Catalunya, Eixamplehace 41 días",1.200 € /mes
6651,3 habs.2 baños85 m²con ascensor,"PisoRambla Catalunya, Eixamplehace 41 días",1.200 € /mes
6652,4 habs.2 baños82 m²con ascensor,"PisoCarrer de Portolà, 22, Sarrià - Sant Gervasihace 41 días",900 € /mes
6653,2 habs.1 baño60 m²con ascensor,"PisoCarrer Portola, Sarrià - Sant Gervasihace 41 días",780 € /mes
6654,4 habs.3 baños130 m²con ascensor y parking,"PisoCarrer de Calatrava, Sarrià - Sant Gervasihace 41 días",1.900 € /mes
6655,2 habs.1 baño80 m²con ascensor y terraza,"ÁticoCarrer Consell de Cent, Eixamplehace 41 días",2.000 € /mes
6656,4 habs.2 baños182 m²con ascensor,PisoEixamplehace 41 días,2.650 € /mes
6657,2 habs.2 baños70 m²con ascensor,"PisoCarrer Dels Canvis Nous, Ciutat Vellahace 41 días",900 € /mes
6658,2 habs.2 baños90 m²con ascensor,PisoEixamplehace 41 días,1.900 € /mes
6659,2 habs.2 baños75 m²con ascensor,PisoEixamplehace 41 días,1.200 € /mes
6660,3 habs.2 baños75 m²con ascensor,"PisoTravessera de Dalt, Gràciahace 41 días",1.115 € /mes
6661,4 habs.2 baños170 m²con ascensor,"PisoRossello, 283 B, Eixamplehace 41 días",1.500 € /mes
6662,1 hab.1 baño45 m²con terraza,"ÁticoBaix de Mariner, Horta - Guinardóhace 41 días",725 € /mes
6663,2 habs.1 baño100 m²con ascensor,"PisoCarrer de Gavà, Sants - Montjuïchace 41 días",1.020 € /mes
6664,2 habs.1 baño65 m²con ascensor,PisoSants - Montjuïchace 42 días,1.195 € /mes
6665,1 hab.1 baño35 m²,"ApartamentoCarrer Bruniquer, Gràciahace 42 días",1.574 € /mes
6666,4 habs.2 baños95 m²con ascensor,"PisoAvinguda de la República Argentina, Gràciahace 42 días",1.200 € /mes
6667,3 habs.1 baño75 m²con ascensor y terraza,"PisoCarrer de Calàbria, Eixamplehace 42 días",1.000 € /mes
6668,3 habs.1 baño92 m²con ascensor y terraza,"PisoCarrer de Sant Antoni Maria Claret, Eixamplehace 42 días",1.150 € /mes
6669,2 habs.1 baño71 m²con ascensor,PisoEixamplehace 42 días,1.290 € /mes
6670,1 hab.1 baño56 m²,"ApartamentoCarrer de Sardenya, Eixamplehace 42 días",1.852 € /mes
6671,3 habs.2 baños80 m²,"ApartamentoCarrer D'en Serra, Ciutat Vellahace 42 días",4.569 € /mes
6672,3 habs.2 baños85 m²,"ApartamentoCarrer de Valencia, Eixamplehace 42 días",4.500 € /mes
6673,1 hab.1 baño35 m²,"ApartamentoCarrer de Torres I Amat, Ciutat Vellahace 42 días",1.400 € /mes
6674,2 habs.1 baño69 m²,"ApartamentoCarrer de Saragossa, Sarrià - Sant Gervasihace 42 días",2.652 € /mes
6675,2 habs.2 baños90 m²,"ApartamentoPasseig de Sant Antoni, Sants - Montjuïchace 42 días",4.515 € /mes
6676,4 habs.2 baños108 m²con ascensor,"PisoPaseo de Maragall, 243, Horta - Guinardóhace 42 días",1.200 € /mes
6677,2 habs.1 baño48 m²,"PisoRambla de la Muntanya, Horta - Guinardóhace 42 días",650 € /mes
6678,1 hab.2 baños40 m²con ascensor,"PisoEl Caire, Sarrià - Sant Gervasihace 42 días",690 € /mes
6679,2 habs.1 baño45 m²,"PisoCarrer Dels Tallers, Ciutat Vellahace 42 días",675 € /mes
6680,3 habs.1 baño62 m²con ascensor,PisoGràciahace 43 días,600 € /mes
6681,3 habs.1 baño61 m²con ascensor,"PisoDel Cadí, Nou Barrishace 43 días",750 € /mes
6682,3 habs.1 baño63 m²con ascensor,"PisoCarrer Rocafort, Eixamplehace 43 días",990 € /mes
6683,2 habs.1 baño87 m²,"PisoRonda Sant Pau, Ciutat Vellahace 43 días",950 € /mes
6684,3 habs.2 baños85 m²con ascensor,"PisoCarrer de Caballero, 64, Les Cortshace 44 días",1.400 € /mes
6685,2 habs.1 baño55 m²con ascensor,PisoSants - Montjuïchace 44 días,1.150 € /mes
6686,3 habs.1 baño61 m²con ascensor,"PisoCarrer de Bilbao, Sant Martíhace 44 días",890 € /mes
6687,45 m²,"LoftCarrer de Sant Vicenç, Ciutat Vellahace 44 días",750 € /mes
6688,3 habs.2 baños76 m²con ascensor,"PisoCarrer de L'artesania, Nou Barrishace 44 días",960 € /mes
6689,1 hab.1 baño45 m²con terraza,"EstudioCalle Carrer de Sant Antoni Abat, 7, Ciutat Vellahace 44 días",700 € /mes
6690,2 habs.1 baño51 m²,"PisoCarrer de Ca L'alegre de Dalt, Gràciahace 44 días",750 € /mes
6691,2 habs.2 baños290 m²con ascensor y terraza,"LoftPassatge Sert, Eixamplehace 44 días",6.000 € /mes
6692,1 hab.1 baño61 m²con ascensor y terraza,PisoCiutat Vellahace 44 días,1.282 € /mes
6693,1 hab.1 baño55 m²con ascensor,"PisoCarrer Dels Comtes de Bell-lloc, Sants - Montjuïchace 45 días",700 € /mes
6694,4 habs.2 baños85 m²con ascensor y parking,PisoSants - Montjuïchace 45 días,950 € /mes
6695,3 habs.3 baños170 m²con parking y terraza,"DúplexSalvador Espriu, Sant Martíhace 45 días",2.600 € /mes
6696,4 habs.1 baño84 m²con ascensor,"PisoPasseig Sant Gervasi, 81, Sarrià - Sant Gervasihace 45 días",900 € /mes
6697,3 habs.2 baños90 m²con ascensor,"PisoTravesera de Dalt, Ciutat Vellahace 45 días",1.100 € /mes
6698,1 hab.1 baño50 m²con ascensor,"PisoCarrer Marques de la Mina, Ciutat Vellahace 45 días",950 € /mes
6699,2 habs.1 baño85 m²,"ApartamentoCarrer de Guàrdia, Ciutat Vellahace 45 días",2.920 € /mes
6700,2 habs.1 baño95 m²,"ApartamentoEntença, Eixamplehace 45 días",2.543 € /mes
6701,1 hab.1 baño55 m²,"ApartamentoCarrer D'en Grassot, Gràciahace 45 días",4.146 € /mes
6702,3 habs.1 baño155 m²con ascensor,"PisoCarrer de Rocafort, Eixamplehace 45 días",1.350 € /mes
6703,3 habs.1 baño63 m²con ascensor,"PisoCarrer de Pamplona, Sant Martíhace 45 días",1.150 € /mes
6704,4 habs.4 baños200 m²con ascensor,PisoSarrià - Sant Gervasihace 45 días,2.800 € /mes
6705,3 habs.2 baños160 m²con ascensor y terraza,PisoLes Cortshace 45 días,2.300 € /mes
6706,1 hab.1 baño50 m²con ascensor y parking,"PisoCortes Catalanas, 975, Sant Martíhace 45 días",790 € /mes
6707,1 hab.1 baño35 m²,"PisoCarrer Dels Pescadors, Ciutat Vellahace 45 días",650 € /mes
6708,1 hab.1 baño25 m²,"PisoCarrer Dels Pescadors, Ciutat Vellahace 45 días",750 € /mes
6709,2 habs.1 baño48 m²,"PisoCarrer de la Torre D'en Damians, Sants - Montjuïchace 45 días",650 € /mes
6710,4 habs.2 baños80 m²con ascensor,"PisoCarrer de Lepant, 131, Eixamplehace 45 días",885 € /mes
6711,4 habs.2 baños80 m²con ascensor,"PisoCarrer de Lepant, 131, Eixamplehace 45 días",885 € /mes
6712,1 baño29 m²con ascensor y terraza,"ApartamentoCarrer de L'equador, Les Cortshace 45 días",725 € /mes
6713,1 hab.1 baño47 m²con ascensor,"PisoGeneral Mitre, 210, Sarrià - Sant Gervasihace 45 días",700 € /mes
6714,2 habs.1 baño55 m²con ascensor,"PisoCarrer de la Ciutat de Balaguer, Sarrià - Sant Gervasihace 45 días",775 € /mes
6715,1 hab.1 baño45 m²con ascensor,"PisoDiagonal, Eixamplehace 45 días",800 € /mes
6716,4 habs.2 baños128 m²con ascensor y terraza,"PisoCarrer de Beethoven, Sarrià - Sant Gervasihace 45 días",1.900 € /mes
6717,4 habs.4 baños200 m²con ascensor,PisoSarrià - Sant Gervasihace 45 días,3.000 € /mes
6718,2 habs.1 baño55 m²con ascensor,"PisoCarrer de la Ciutat de Balaguer, Sarrià - Sant Gervasihace 45 días",775 € /mes
6719,3 habs.2 baños95 m²con ascensor,PisoSarrià - Sant Gervasihace 45 días,1.150 € /mes
6720,2 habs.1 baño65 m²con ascensor,"PisoCarrer Septimania, 44, Sarrià - Sant Gervasihace 45 días",850 € /mes
6721,5 habs.3 baños192 m²con ascensor,"PisoAvinguda Diagonal, Eixamplehace 46 días",2.800 € /mes
6722,1 hab.1 baño48 m²con ascensor y terraza,"PisoGran Via de Les Corts Catalanes, 975, Sant Martíhace 46 días",790 € /mes
6723,1 hab.1 baño42 m²con ascensor,PisoSants - Montjuïchace 46 días,1.150 € /mes
6724,3 habs.1 baño75 m²,"ApartamentoFrancoli, Sarrià - Sant Gervasihace 46 días",3.074 € /mes
6725,2 habs.3 baños246 m²con parking y terraza,Casa o chaletHorta - Guinardóhace 46 días,7.500 € /mes
